0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,left
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,right
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,down
0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,1,0,down
0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,right
0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,down
0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-12,-12,-12,-12,-12,left
0,0,-1,0,0,1,0,0,-1,0,0,0,-1,0,0,1,0,1,0,0,-12,-12,-12,-12,-12,down
1,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,left
0,1,0,0,-1,0,0,0,-1,0,0,1,-1,0,0,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,left
0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,up
0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-12,-12,-12,-12,-12,up
0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,up
0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,up
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,0,0,0,up
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,right
0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,-1,0,up
0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,0,-1,0,up
1,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,0,-1,-1,0,0,right
0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,0,0,-1,0,0,0,-1,-1,0,0,0,right
